Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),date,Resort,Date,Mean_Temp,Snowfall_cm,Snow_Retention,Snow_Consistency
71075,2014,1,1,14.3,2.5,0.0,2014-01-01,Perisher AWS,2014-01-01,8.4,0.0,0.0007842485527910258,0.22270013882530884
71075,2014,1,2,18.1,8.8,0.8,2014-01-02,Perisher AWS,2014-01-02,13.450000000000001,0.0,0.0001173772578811046,0.012128434984274237
71075,2014,1,3,14.8,9.5,0.0,2014-01-03,Perisher AWS,2014-01-03,12.15,0.0,0.000610879359434401,0.008577485413711984
71075,2014,1,4,11.6,4.2,0.2,2014-01-04,Perisher AWS,2014-01-04,7.9,0.0,0.003018416324708424,0.10909682119561293
71075,2014,1,5,14.5,5.0,0.0,2014-01-05,Perisher AWS,2014-01-05,9.75,0.0,0.0007096703991005881,0.07585818002124355
71075,2014,1,6,12.0,2.6,0.0,2014-01-06,Perisher AWS,2014-01-06,7.3,0.0,0.0024726231566347743,0.2141650169574414
71075,2014,1,7,13.3,-4.3,0.0,2014-01-07,Perisher AWS,2014-01-07,4.5,0.0,0.0012923497762873384,0.8956687768809987
71075,2014,1,8,15.7,1.6,0.0,2014-01-08,Perisher AWS,2014-01-08,8.65,0.0,0.00038960012083882634,0.31002551887238755
71075,2014,1,9,17.6,3.5,0.0,2014-01-09,Perisher AWS,2014-01-09,10.55,0.0,0.0001507103580597574,0.14804719803168948
71075,2014,1,10,20.9,7.7,0.0,2014-01-10,Perisher AWS,2014-01-10,14.299999999999999,0.0,2.8947435319942643e-05,0.020836344518680425
71075,2014,1,11,20.8,10.7,0.0,2014-01-11,Perisher AWS,2014-01-11,15.75,0.0,3.043155690056533e-05,0.0047257126023954816
71075,2014,1,12,25.1,8.3,0.0,2014-01-12,Perisher AWS,2014-01-12,16.700000000000003,0.0,3.5448895859034296e-06,0.015519756578408886
71075,2014,1,13,25.8,4.1,0.0,2014-01-13,Perisher AWS,2014-01-13,14.95,0.0,2.498044085626793e-06,0.11405238127979088
71075,2014,1,14,27.4,10.0,0.0,2014-01-14,Perisher AWS,2014-01-14,18.7,0.0,1.1224451053499155e-06,0.0066928509242848554
71075,2014,1,15,28.6,11.7,0.0,2014-01-15,Perisher AWS,2014-01-15,20.15,0.0,6.16011246661963e-07,0.0028716291557003997
71075,2014,1,16,28.5,10.5,16.4,2014-01-16,Perisher AWS,2014-01-16,19.5,0.0,6.475947982049267e-07,0.005220125693558397
71075,2014,1,17,28.2,10.7,0.0,2014-01-17,Perisher AWS,2014-01-17,19.45,0.0,7.523977331136466e-07,0.0047257126023954816
71075,2014,1,18,27.3,12.5,0.0,2014-01-18,Perisher AWS,2014-01-18,19.9,0.0,1.1799940286156403e-06,0.0019267346633274757
71075,2014,1,19,22.3,11.9,8.6,2014-01-19,Perisher AWS,2014-01-19,17.1,0.0,1.4375080444120798e-05,0.002599067762323347
71075,2014,1,20,18.9,10.0,2.6,2014-01-20,Perisher AWS,2014-01-20,14.45,0.0,7.868337371132325e-05,0.0066928509242848554
71075,2014,1,21,19.6,8.9,1.2,2014-01-21,Perisher AWS,2014-01-21,14.25,0.0,5.5448524722794907e-05,0.011543752483922289
71075,2014,1,22,18.3,1.8,0.0,2014-01-22,Perisher AWS,2014-01-22,10.05,0.0,0.00010620852129827645,0.289050497374996
71075,2014,1,23,22.2,1.1,0.0,2014-01-23,Perisher AWS,2014-01-23,11.65,0.0,1.5112095440975134e-05,0.36586440898919936
71075,2014,1,24,11.7,9.2,18.0,2014-01-24,Perisher AWS,2014-01-24,10.45,0.0,0.0028716291557003997,0.009951801866904324
71075,2014,1,25,14.4,1.6,59.8,2014-01-25,Perisher AWS,2014-01-25,8.0,0.0,0.000746028833836697,0.31002551887238755
71075,2014,1,26,18.4,-1.9,0.0,2014-01-26,Perisher AWS,2014-01-26,8.25,0.0,0.00010102919390777289,0.7211151780228631
71075,2014,1,27,22.6,5.5,0.0,2014-01-27,Perisher AWS,2014-01-27,14.05,0.0,1.2372771174427572e-05,0.060086650174007626
71075,2014,1,28,22.0,7.6,0.0,2014-01-28,Perisher AWS,2014-01-28,14.8,0.0,1.670142184809518e-05,0.021881270936130476
71075,2014,1,29,24.7,13.1,0.0,2014-01-29,Perisher AWS,2014-01-29,18.9,0.0,4.329734519410802e-06,0.0014280732884225744
71075,2014,1,30,24.5,10.3,0.0,2014-01-30,Perisher AWS,2014-01-30,17.4,0.0,4.785094494890119e-06,0.005765965558924903
71075,2014,1,31,25.9,12.0,0.0,2014-01-31,Perisher AWS,2014-01-31,18.95,0.0,2.376213327444748e-06,0.0024726231566347743
71075,2014,2,1,25.8,10.2,0.8,2014-02-01,Perisher AWS,2014-02-01,18.0,0.0,2.498044085626793e-06,0.0060598014915841155
71075,2014,2,2,27.8,10.5,0.0,2014-02-02,Perisher AWS,2014-02-02,19.15,0.0,9.189805133719969e-07,0.005220125693558397
71075,2014,2,3,26.9,12.1,0.0,2014-02-03,Perisher AWS,2014-02-03,19.5,0.0,1.4412475846320756e-06,0.002352315570978148
71075,2014,2,4,13.2,5.0,3.6,2014-02-04,Perisher AWS,2014-02-04,9.1,0.0,0.0013585199504289591,0.07585818002124355
71075,2014,2,5,16.6,1.1,0.2,2014-02-05,Perisher AWS,2014-02-05,8.850000000000001,0.0,0.00024845508183933427,0.36586440898919936
71075,2014,2,6,20.7,1.7,0.0,2014-02-06,Perisher AWS,2014-02-06,11.2,0.0,3.199176627183627e-05,0.29943285752602705
71075,2014,2,7,22.8,5.5,0.0,2014-02-07,Perisher AWS,2014-02-07,14.15,0.0,1.1195359505113293e-05,0.060086650174007626
71075,2014,2,8,24.2,8.2,0.0,2014-02-08,Perisher AWS,2014-02-08,16.2,0.0,5.559482333634496e-06,0.016302499371440946
71075,2014,2,9,25.5,12.3,0.0,2014-02-09,Perisher AWS,2014-02-09,18.9,0.0,2.902311985211097e-06,0.0021289397159641892
71075,2014,2,10,23.7,5.7,0.0,2014-02-10,Perisher AWS,2014-02-10,14.7,0.0,7.138505348068472e-06,0.05468131721594076
71075,2014,2,11,23.1,3.0,0.0,2014-02-11,Perisher AWS,2014-02-11,13.05,0.0,9.635950251531879e-06,0.18242552380635635
71075,2014,2,12,24.6,5.3,0.0,2014-02-12,Perisher AWS,2014-02-12,14.950000000000001,0.0,4.551723744799878e-06,0.06598900949121879
71075,2014,2,13,22.9,7.1,0.0,2014-02-13,Perisher AWS,2014-02-13,15.0,0.0,1.0649361193722678e-05,0.027922573784073024
71075,2014,2,14,18.0,10.1,0.2,2014-02-14,Perisher AWS,2014-02-14,14.05,0.0,0.00012339457598623172,0.006368515506815548
71075,2014,2,15,16.0,11.6,11.4,2014-02-15,Perisher AWS,2014-02-15,13.8,0.0,0.0003353501304664781,0.003018416324708424
71075,2014,2,16,13.3,9.9,28.2,2014-02-16,Perisher AWS,2014-02-16,11.600000000000001,0.0,0.0012923497762873384,0.007033587154995161
71075,2014,2,17,19.9,-0.3,0.0,2014-02-17,Perisher AWS,2014-02-17,9.799999999999999,0.0,4.7725356118475645e-05,0.5374298453437496
71075,2014,2,18,18.4,8.3,0.0,2014-02-18,Perisher AWS,2014-02-18,13.35,0.0,0.00010102919390777289,0.015519756578408886
71075,2014,2,19,19.6,10.4,0.0,2014-02-19,Perisher AWS,2014-02-19,15.0,0.0,5.5448524722794907e-05,0.005486298899450404
71075,2014,2,20,10.1,1.7,2.2,2014-02-20,Perisher AWS,2014-02-20,5.8999999999999995,0.0,0.006368515506815548,0.29943285752602705
71075,2014,2,21,16.5,1.8,0.0,2014-02-21,Perisher AWS,2014-02-21,9.15,0.0,0.0002611903190957194,0.289050497374996
71075,2014,2,22,19.1,-0.2,0.0,2014-02-22,Perisher AWS,2014-02-22,9.450000000000001,0.0,7.119619380797805e-05,0.52497918747894
71075,2014,2,23,20.5,0.1,0.0,2014-02-23,Perisher AWS,2014-02-23,10.3,0.0,3.5356250741744315e-05,0.4875026035157896
71075,2014,2,24,20.6,5.8,0.0,2014-02-24,Perisher AWS,2014-02-24,13.200000000000001,0.0,3.3631964038671175e-05,0.05215356307841774
71075,2014,2,25,19.1,5.5,0.0,2014-02-25,Perisher AWS,2014-02-25,12.3,0.0,7.119619380797805e-05,0.060086650174007626
71075,2014,2,26,13.5,11.2,0.4,2014-02-26,Perisher AWS,2014-02-26,12.35,0.0,0.0011695102650555148,0.003684239899435989
71075,2014,2,27,17.9,9.7,8.6,2014-02-27,Perisher AWS,2014-02-27,13.799999999999999,0.0,0.00012972033049847497,0.007767570078015005
71075,2014,2,28,17.0,6.6,0.6,2014-02-28,Perisher AWS,2014-02-28,11.8,0.0,0.00020342697805520653,0.03557118927263618
71075,2014,3,1,14.2,5.8,0.2,2014-03-01,Perisher AWS,2014-03-01,10.0,0.0,0.0008244246863982953,0.05215356307841774
71075,2014,3,2,16.0,7.0,21.8,2014-03-02,Perisher AWS,2014-03-02,11.5,0.0,0.0003353501304664781,0.02931223075135632
71075,2014,3,3,18.6,2.9,0.0,2014-03-03,Perisher AWS,2014-03-03,10.75,0.0,9.141587385216144e-05,0.19000156601531298
71075,2014,3,4,20.2,5.5,0.0,2014-03-04,Perisher AWS,2014-03-04,12.85,0.0,4.107786776476334e-05,0.060086650174007626
71075,2014,3,5,17.7,10.8,0.0,2014-03-05,Perisher AWS,2014-03-05,14.25,0.0,0.00014336118090126093,0.004496273160941178
71075,2014,3,6,17.7,5.0,8.2,2014-03-06,Perisher AWS,2014-03-06,11.35,0.0,0.00014336118090126093,0.07585818002124355
71075,2014,3,7,17.8,9.8,0.6,2014-03-07,Perisher AWS,2014-03-07,13.8,0.0,0.00013637032707949703,0.007391541344281971
71075,2014,3,8,18.7,6.8,21.2,2014-03-08,Perisher AWS,2014-03-08,12.75,0.0,8.695785676794554e-05,0.032295464698450516
71075,2014,3,9,17.5,3.2,12.8,2014-03-09,Perisher AWS,2014-03-09,10.35,0.0,0.00015843621910252592,0.16798161486607552
71075,2014,3,10,20.2,7.9,0.0,2014-03-10,Perisher AWS,2014-03-10,14.05,0.0,4.107786776476334e-05,0.01889096193703905
71075,2014,3,11,18.7,6.1,8.6,2014-03-11,Perisher AWS,2014-03-11,12.399999999999999,0.0,8.695785676794554e-05,0.045217473483287494
71075,2014,3,12,14.9,10.3,14.8,2014-03-12,Perisher AWS,2014-03-12,12.600000000000001,0.0,0.0005811037343016315,0.005765965558924903
71075,2014,3,13,16.8,6.5,0.6,2014-03-13,Perisher AWS,2014-03-13,11.65,0.0,0.0002248167702332953,0.03732688734412946
71075,2014,3,14,17.2,4.2,0.0,2014-03-14,Perisher AWS,2014-03-14,10.7,0.0,0.000184071904963424,0.10909682119561293
71075,2014,3,15,16.5,8.8,0.0,2014-03-15,Perisher AWS,2014-03-15,12.65,0.0,0.0002611903190957194,0.012128434984274237
71075,2014,3,16,5.0,3.3,18.6,2014-03-16,Perisher AWS,2014-03-16,4.15,0.0,0.07585818002124355,0.16110894957658525
71075,2014,3,17,9.1,1.6,2.4,2014-03-17,Perisher AWS,2014-03-17,5.35,0.0,0.010456706231918071,0.31002551887238755
71075,2014,3,18,12.2,4.1,0.6,2014-03-18,Perisher AWS,2014-03-18,8.149999999999999,0.0,0.0022378485212763335,0.11405238127979088
71075,2014,3,19,17.5,5.3,0.0,2014-03-19,Perisher AWS,2014-03-19,11.4,0.0,0.00015843621910252592,0.06598900949121879
71075,2014,3,20,17.2,4.1,0.0,2014-03-20,Perisher AWS,2014-03-20,10.649999999999999,0.0,0.000184071904963424,0.11405238127979088
71075,2014,3,21,16.4,7.7,0.0,2014-03-21,Perisher AWS,2014-03-21,12.049999999999999,0.0,0.0002745781561013329,0.020836344518680425
71075,2014,3,22,13.0,6.5,25.0,2014-03-22,Perisher AWS,2014-03-22,9.75,0.0,0.0015011822567369917,0.03732688734412946
71075,2014,3,23,13.1,2.9,0.0,2014-03-23,Perisher AWS,2014-03-23,8.0,0.0,0.0014280732884225744,0.19000156601531298
71075,2014,3,24,11.6,3.2,0.0,2014-03-24,Perisher AWS,2014-03-24,7.4,0.0,0.003018416324708424,0.16798161486607552
71075,2014,3,25,10.0,4.9,5.2,2014-03-25,Perisher AWS,2014-03-25,7.45,0.0,0.0066928509242848554,0.07943854918397836
71075,2014,3,26,10.7,6.4,15.8,2014-03-26,Perisher AWS,2014-03-26,8.55,0.0,0.0047257126023954816,0.039165722796764356
71075,2014,3,27,14.4,8.9,52.0,2014-03-27,Perisher AWS,2014-03-27,11.65,0.0,0.000746028833836697,0.011543752483922289
71075,2014,3,28,17.3,10.0,8.4,2014-03-28,Perisher AWS,2014-03-28,13.65,0.0,0.00017509618411480998,0.0066928509242848554
71075,2014,3,29,16.2,2.3,1.2,2014-03-29,Perisher AWS,2014-03-29,9.25,0.0,0.00030344703002891917,0.24048908305088898
71075,2014,3,30,12.5,3.1,0.0,2014-03-30,Perisher AWS,2014-03-30,7.8,0.0,0.0019267346633274757,0.1750862681640398
71075,2014,3,31,16.1,1.7,4.2,2014-03-31,Perisher AWS,2014-03-31,8.9,0.0,0.000319000128926791,0.29943285752602705
71075,2014,4,1,16.8,6.0,0.0,2014-04-01,Perisher AWS,2014-04-01,11.4,0.0,0.0002248167702332953,0.04742587317756678
71075,2014,4,2,19.6,5.1,0.0,2014-04-02,Perisher AWS,2014-04-02,12.350000000000001,0.0,5.5448524722794907e-05,0.07242648536151773
71075,2014,4,3,12.4,9.9,0.2,2014-04-03,Perisher AWS,2014-04-03,11.15,0.0,0.002025320389049882,0.007033587154995161
71075,2014,4,4,8.4,5.6,51.0,2014-04-04,Perisher AWS,2014-04-04,7.0,0.0,0.014774031693273055,0.057324175898868755
71075,2014,4,5,9.2,5.8,36.4,2014-04-05,Perisher AWS,2014-04-05,7.5,0.0,0.009951801866904324,0.05215356307841774
71075,2014,4,6,12.3,0.8,0.0,2014-04-06,Perisher AWS,2014-04-06,6.550000000000001,0.0,0.0021289397159641892,0.401312339887548
71075,2014,4,7,12.5,-1.5,0.0,2014-04-07,Perisher AWS,2014-04-07,5.5,0.0,0.0019267346633274757,0.679178699175393
71075,2014,4,8,15.3,3.1,0.0,2014-04-08,Perisher AWS,2014-04-08,9.200000000000001,0.0,0.00047581761883833595,0.1750862681640398
71075,2014,4,9,11.2,7.4,3.0,2014-04-09,Perisher AWS,2014-04-09,9.3,0.0,0.003684239899435989,0.024127021417669196
71075,2014,4,10,11.1,7.6,4.2,2014-04-10,Perisher AWS,2014-04-10,9.35,0.0,0.0038724034406710317,0.021881270936130476
71075,2014,4,11,11.0,9.2,43.8,2014-04-11,Perisher AWS,2014-04-11,10.1,0.0,0.004070137715896128,0.009951801866904324
71075,2014,4,12,8.2,5.1,20.2,2014-04-12,Perisher AWS,2014-04-12,6.6499999999999995,0.0,0.016302499371440946,0.07242648536151773
71075,2014,4,13,10.8,-0.8,11.2,2014-04-13,Perisher AWS,2014-04-13,5.0,0.0,0.004496273160941178,0.598687660112452
71075,2014,4,14,9.2,-1.1,0.0,2014-04-14,Perisher AWS,2014-04-14,4.05,0.0,0.009951801866904324,0.6341355910108007
71075,2014,4,15,9.5,-1.8,0.0,2014-04-15,Perisher AWS,2014-04-15,3.85,0.0,0.008577485413711984,0.7109495026250039
71075,2014,4,16,12.2,-0.9,1.4,2014-04-16,Perisher AWS,2014-04-16,5.6499999999999995,0.0,0.0022378485212763335,0.610639233949222
71075,2014,4,17,11.4,-2.1,0.0,2014-04-17,Perisher AWS,2014-04-17,4.65,0.0,0.0033348073074133443,0.740774899182154
71075,2014,4,18,7.6,-0.4,0.0,2014-04-18,Perisher AWS,2014-04-18,3.5999999999999996,0.0,0.021881270936130476,0.549833997312478
71075,2014,4,19,9.9,-6.7,3.2,2014-04-19,Perisher AWS,2014-04-19,1.6,1.6,0.007033587154995161,0.9661048358408219
71075,2014,4,20,10.2,-3.2,0.0,2014-04-20,Perisher AWS,2014-04-20,3.4999999999999996,0.0,0.0060598014915841155,0.8320183851339245
71075,2014,4,21,13.0,-4.8,0.0,2014-04-21,Perisher AWS,2014-04-21,4.1,0.0,0.0015011822567369917,0.9168273035060777
71075,2014,4,22,13.6,2.1,0.0,2014-04-22,Perisher AWS,2014-04-22,7.85,0.0,0.0011125360328603216,0.259225100817846
71075,2014,4,23,8.5,4.1,5.8,2014-04-23,Perisher AWS,2014-04-23,6.3,0.0,0.014063627043245475,0.11405238127979088
71075,2014,4,24,8.3,5.0,0.6,2014-04-24,Perisher AWS,2014-04-24,6.65,0.0,0.015519756578408886,0.07585818002124355
71075,2014,4,25,12.5,-6.5,0.0,2014-04-25,Perisher AWS,2014-04-25,3.0,0.0,0.0019267346633274757,0.9626731126558706
71075,2014,4,26,7.6,6.2,2.2,2014-04-26,Perisher AWS,2014-04-26,6.9,0.0,0.021881270936130476,0.043107254941086116
71075,2014,4,27,10.6,0.2,0.0,2014-04-27,Perisher AWS,2014-04-27,5.3999999999999995,0.0,0.004966801650056961,0.47502081252106
71075,2014,4,28,11.8,1.2,0.0,2014-04-28,Perisher AWS,2014-04-28,6.5,0.0,0.002731960763011059,0.35434369377420455
71075,2014,4,29,10.1,7.3,0.0,2014-04-29,Perisher AWS,2014-04-29,8.7,0.0,0.006368515506815548,0.02533270322687173
71075,2014,4,30,6.4,2.0,27.6,2014-04-30,Perisher AWS,2014-04-30,4.2,0.0,0.039165722796764356,0.2689414213699951
71075,2014,5,1,11.1,-5.7,0.8,2014-05-01,Perisher AWS,2014-05-01,2.6999999999999997,0.0,0.0038724034406710317,0.9453186827840592
71075,2014,5,2,0.3,-2.6,0.0,2014-05-02,Perisher AWS,2014-05-02,-1.1500000000000001,0.0,0.46257015465625045,0.7858349830425586
71075,2014,5,3,2.7,-1.3,1.8,2014-05-03,Perisher AWS,2014-05-03,0.7000000000000001,0.9,0.20587037180094733,0.6570104626734988
71075,2014,5,4,4.5,-1.0,2.0,2014-05-04,Perisher AWS,2014-05-04,1.75,1.0,0.09534946489910949,0.6224593312018546
71075,2014,5,5,4.7,-2.4,0.4,2014-05-05,Perisher AWS,2014-05-05,1.1500000000000001,0.2,0.08706577244027125,0.7685247834990175
71075,2014,5,6,9.3,-0.4,0.0,2014-05-06,Perisher AWS,2014-05-06,4.45,0.0,0.009471043581946108,0.549833997312478
71075,2014,5,7,5.5,-6.6,0.0,2014-05-07,Perisher AWS,2014-05-07,-0.5499999999999998,0.0,0.060086650174007626,0.9644288107273639
71075,2014,5,8,10.3,-9.4,0.0,2014-05-08,Perisher AWS,2014-05-08,0.4500000000000002,0.0,0.005765965558924903,0.990986701347152
71075,2014,5,9,7.2,-6.0,0.0,2014-05-09,Perisher AWS,2014-05-09,0.6000000000000001,0.0,0.026596993576865856,0.9525741268224334
71075,2014,5,10,5.7,2.9,0.0,2014-05-10,Perisher AWS,2014-05-10,4.3,0.0,0.05468131721594076,0.19000156601531298
71075,2014,5,11,9.7,0.6,28.4,2014-05-11,Perisher AWS,2014-05-11,5.1499999999999995,0.0,0.007767570078015005,0.425557483188341
71075,2014,5,12,12.3,-4.7,0.0,2014-05-12,Perisher AWS,2014-05-12,3.8000000000000003,0.0,0.0021289397159641892,0.9129342275597286
71075,2014,5,13,8.3,-4.0,0.0,2014-05-13,Perisher AWS,2014-05-13,2.1500000000000004,0.0,0.015519756578408886,0.8807970779778823
71075,2014,5,14,8.3,-3.5,0.0,2014-05-14,Perisher AWS,2014-05-14,2.4000000000000004,0.0,0.015519756578408886,0.8519528019683106
71075,2014,5,15,7.660714285714286,-1.1,0.0,2014-05-15,Perisher AWS,2014-05-15,3.2803571428571425,0.0,0.021240896541020408,0.6341355910108007
71075,2014,5,16,7.660714285714286,-1.1975409836065574,0.0,2014-05-16,Perisher AWS,2014-05-16,3.2315866510538642,0.0,0.021240896541020408,0.6453749637779278
71075,2014,5,17,7.660714285714286,-1.1975409836065574,0.0,2014-05-17,Perisher AWS,2014-05-17,3.2315866510538642,0.0,0.021240896541020408,0.6453749637779278
71075,2014,5,18,7.660714285714286,-1.1975409836065574,0.0,2014-05-18,Perisher AWS,2014-05-18,3.2315866510538642,0.0,0.021240896541020408,0.6453749637779278
71075,2014,5,19,7.660714285714286,-1.1975409836065574,0.0,2014-05-19,Perisher AWS,2014-05-19,3.2315866510538642,0.0,0.021240896541020408,0.6453749637779278
71075,2014,5,20,7.660714285714286,-1.1975409836065574,0.0,2014-05-20,Perisher AWS,2014-05-20,3.2315866510538642,0.0,0.021240896541020408,0.6453749637779278
71075,2014,5,21,7.660714285714286,-1.1975409836065574,0.0,2014-05-21,Perisher AWS,2014-05-21,3.2315866510538642,0.0,0.021240896541020408,0.6453749637779278
71075,2014,5,22,7.9,6.1,0.0,2014-05-22,Perisher AWS,2014-05-22,7.0,0.0,0.01889096193703905,0.045217473483287494
71075,2014,5,23,6.9,6.1,1.6,2014-05-23,Perisher AWS,2014-05-23,6.5,0.0,0.030768859357148008,0.045217473483287494
71075,2014,5,24,8.0,4.2,17.2,2014-05-24,Perisher AWS,2014-05-24,6.1,0.0,0.01798620996209156,0.10909682119561293
71075,2014,5,25,9.3,3.7,0.0,2014-05-25,Perisher AWS,2014-05-25,6.5,0.0,0.009471043581946108,0.13587289700909427
71075,2014,5,26,10.7,5.4,0.0,2014-05-26,Perisher AWS,2014-05-26,8.05,0.0,0.0047257126023954816,0.06297335605699649
71075,2014,5,27,11.1,7.9,0.0,2014-05-27,Perisher AWS,2014-05-27,9.5,0.0,0.0038724034406710317,0.01889096193703905
71075,2014,5,28,3.5,0.9,96.6,2014-05-28,Perisher AWS,2014-05-28,2.2,0.0,0.14804719803168948,0.389360766050778
71075,2014,5,29,10.3,-0.2,4.4,2014-05-29,Perisher AWS,2014-05-29,5.050000000000001,0.0,0.005765965558924903,0.52497918747894
71075,2014,5,30,9.4,-3.5,0.0,2014-05-30,Perisher AWS,2014-05-30,2.95,0.0,0.009013298652847822,0.8519528019683106
71075,2014,5,31,10.7,-1.6,0.0,2014-05-31,Perisher AWS,2014-05-31,4.55,0.0,0.0047257126023954816,0.6899744811276125
71075,2014,6,1,5.6,3.8,0.6,2014-06-01,Perisher AWS,2014-06-01,4.699999999999999,0.0,0.057324175898868755,0.13010847436299786
71075,2014,6,2,6.8,-0.3,10.0,2014-06-02,Perisher AWS,2014-06-02,3.25,0.0,0.032295464698450516,0.5374298453437496
71075,2014,6,3,4.5,1.5,11.0,2014-06-03,Perisher AWS,2014-06-03,3.0,0.0,0.09534946489910949,0.320821300824607
71075,2014,6,4,9.9,2.3,0.2,2014-06-04,Perisher AWS,2014-06-04,6.1,0.0,0.007033587154995161,0.24048908305088898
71075,2014,6,5,7.0,-3.6,0.0,2014-06-05,Perisher AWS,2014-06-05,1.7,0.0,0.02931223075135632,0.8581489350995123
71075,2014,6,6,6.0,-1.9,0.0,2014-06-06,Perisher AWS,2014-06-06,2.05,0.0,0.04742587317756678,0.7211151780228631
71075,2014,6,7,6.8,-4.6,0.0,2014-06-07,Perisher AWS,2014-06-07,1.1,0.0,0.032295464698450516,0.9088770389851438
71075,2014,6,8,2.3,-2.4,0.2,2014-06-08,Perisher AWS,2014-06-08,-0.050000000000000044,0.2,0.24048908305088898,0.7685247834990175
71075,2014,6,9,3.4,-1.8,6.6,2014-06-09,Perisher AWS,2014-06-09,0.7999999999999999,3.3,0.1544652650835347,0.7109495026250039
71075,2014,6,10,8.1,-5.0,3.8,2014-06-10,Perisher AWS,2014-06-10,1.5499999999999998,1.9,0.017124033315727736,0.9241418199787566
71075,2014,6,11,13.4,-5.1,0.0,2014-06-11,Perisher AWS,2014-06-11,4.15,0.0,0.0012293986212774202,0.9275735146384823
71075,2014,6,12,8.2,-0.6,0.0,2014-06-12,Perisher AWS,2014-06-12,3.8,0.0,0.016302499371440946,0.574442516811659
71075,2014,6,13,4.7,2.1,0.0,2014-06-13,Perisher AWS,2014-06-13,3.4000000000000004,0.0,0.08706577244027125,0.259225100817846
71075,2014,6,14,3.9,-0.4,14.0,2014-06-14,Perisher AWS,2014-06-14,1.75,7.0,0.12455335818741645,0.549833997312478
71075,2014,6,15,2.6,-0.3,37.6,2014-06-15,Perisher AWS,2014-06-15,1.1500000000000001,18.8,0.2141650169574414,0.5374298453437496
71075,2014,6,16,1.5,-3.3,0.4,2014-06-16,Perisher AWS,2014-06-16,-0.8999999999999999,0.4,0.320821300824607,0.8388910504234147
71075,2014,6,17,6.1,-1.7,13.2,2014-06-17,Perisher AWS,2014-06-17,2.1999999999999997,0.0,0.045217473483287494,0.7005671424739729
71075,2014,6,18,8.8,-3.0,0.0,2014-06-18,Perisher AWS,2014-06-18,2.9000000000000004,0.0,0.012128434984274237,0.8175744761936437
71075,2014,6,19,5.8,-3.8,0.0,2014-06-19,Perisher AWS,2014-06-19,1.0,0.0,0.05215356307841774,0.8698915256370021
71075,2014,6,20,2.7,1.6,0.0,2014-06-20,Perisher AWS,2014-06-20,2.1500000000000004,0.0,0.20587037180094733,0.31002551887238755
71075,2014,6,21,3.9,0.2,0.0,2014-06-21,Perisher AWS,2014-06-21,2.05,0.0,0.12455335818741645,0.47502081252106
71075,2014,6,22,8.0,-3.0,0.2,2014-06-22,Perisher AWS,2014-06-22,2.5,0.0,0.01798620996209156,0.8175744761936437
71075,2014,6,23,2.4,-1.6,0.0,2014-06-23,Perisher AWS,2014-06-23,0.3999999999999999,0.0,0.23147521650098238,0.6899744811276125
71075,2014,6,24,-0.3,-5.0,54.0,2014-06-24,Perisher AWS,2014-06-24,-2.65,54.0,0.5374298453437496,0.9241418199787566
71075,2014,6,25,1.4,-4.1,49.4,2014-06-25,Perisher AWS,2014-06-25,-1.3499999999999999,49.4,0.3318122278318339,0.8859476187202091
71075,2014,6,26,1.4,-1.3,66.8,2014-06-26,Perisher AWS,2014-06-26,0.04999999999999993,33.4,0.3318122278318339,0.6570104626734988
71075,2014,6,27,1.8,-0.5,5.6,2014-06-27,Perisher AWS,2014-06-27,0.65,2.8,0.289050497374996,0.5621765008857981
71075,2014,6,28,0.4,-1.2,6.8,2014-06-28,Perisher AWS,2014-06-28,-0.39999999999999997,6.8,0.45016600268752216,0.6456563062257954
71075,2014,6,29,-0.9,-3.5,38.0,2014-06-29,Perisher AWS,2014-06-29,-2.2,38.0,0.610639233949222,0.8519528019683106
71075,2014,6,30,0.8,-5.2,26.8,2014-06-30,Perisher AWS,2014-06-30,-2.2,26.8,0.401312339887548,0.9308615796566533
71075,2014,7,1,4.1,-4.0,0.4,2014-07-01,Perisher AWS,2014-07-01,0.04999999999999982,0.2,0.11405238127979088,0.8807970779778823
71075,2014,7,2,6.6,-2.8,0.8,2014-07-02,Perisher AWS,2014-07-02,1.9,0.4,0.03557118927263618,0.8021838885585817
71075,2014,7,3,7.0,-1.4,0.0,2014-07-03,Perisher AWS,2014-07-03,2.8,0.0,0.02931223075135632,0.6681877721681662
71075,2014,7,4,0.5,-1.1,0.0,2014-07-04,Perisher AWS,2014-07-04,-0.30000000000000004,0.0,0.43782349911420193,0.6341355910108007
71075,2014,7,5,0.1,-1.5,10.4,2014-07-05,Perisher AWS,2014-07-05,-0.7,10.4,0.4875026035157896,0.679178699175393
71075,2014,7,6,1.5,-1.2,15.4,2014-07-06,Perisher AWS,2014-07-06,0.15000000000000002,7.7,0.320821300824607,0.6456563062257954
71075,2014,7,7,4.5,-2.5,0.4,2014-07-07,Perisher AWS,2014-07-07,1.0,0.2,0.09534946489910949,0.7772998611746911
71075,2014,7,8,1.5,-3.0,0.0,2014-07-08,Perisher AWS,2014-07-08,-0.75,0.0,0.320821300824607,0.8175744761936437
71075,2014,7,9,-0.9,-3.3,0.2,2014-07-09,Perisher AWS,2014-07-09,-2.1,0.2,0.610639233949222,0.8388910504234147
