Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),date,Resort,Date,Mean_Temp,Snowfall_cm,Snow_Retention,Snow_Consistency
83024,2016,2,27,19.0,9.6,0.0,2016-02-27,Mount Buller,2016-02-27,14.3,0.0,7.484622751061123e-05,0.008162571153159897
83024,2016,2,28,19.5,10.9,0.0,2016-02-28,Mount Buller,2016-02-28,15.2,0.0,5.829126566113865e-05,0.004277925419704973
83024,2016,2,29,18.8,9.3,0.0,2016-02-29,Mount Buller,2016-02-29,14.05,0.0,8.271722285166639e-05,0.009471043581946108
83024,2016,3,1,20.5,9.9,0.0,2016-03-01,Mount Buller,2016-03-01,15.2,0.0,3.5356250741744315e-05,0.007033587154995161
83024,2016,3,2,24.2,11.0,0.0,2016-03-02,Mount Buller,2016-03-02,17.6,0.0,5.559482333634496e-06,0.004070137715896128
83024,2016,3,3,24.1,15.7,0.0,2016-03-03,Mount Buller,2016-03-03,19.9,0.0,5.844521422236271e-06,0.00038960012083882634
83024,2016,3,4,23.8,13.5,0.0,2016-03-04,Mount Buller,2016-03-04,18.65,0.0,6.790358698095124e-06,0.0011695102650555148
83024,2016,3,5,25.0,16.5,0.0,2016-03-05,Mount Buller,2016-03-05,20.75,0.0,3.726639284186561e-06,0.0002611903190957194
83024,2016,3,6,25.6,16.7,0.0,2016-03-06,Mount Buller,2016-03-06,21.15,0.0,2.7607649501930464e-06,0.0002363406483222142
83024,2016,3,7,26.0,17.3,0.0,2016-03-07,Mount Buller,2016-03-07,21.65,0.0,2.2603242979035746e-06,0.00017509618411480998
83024,2016,3,8,25.8,17.3,0.0,2016-03-08,Mount Buller,2016-03-08,21.55,0.0,2.498044085626793e-06,0.00017509618411480998
83024,2016,3,9,22.8,14.3,0.0,2016-03-09,Mount Buller,2016-03-09,18.55,0.0,1.1195359505113293e-05,0.0007842485527910258
83024,2016,3,10,19.7,13.1,7.8,2016-03-10,Mount Buller,2016-03-10,16.4,0.0,5.274441089589183e-05,0.0014280732884225744
83024,2016,3,11,17.4,12.3,14.6,2016-03-11,Mount Buller,2016-03-11,14.85,0.0,0.00016655806477733606,0.0021289397159641892
83024,2016,3,12,19.9,13.0,0.0,2016-03-12,Mount Buller,2016-03-12,16.45,0.0,4.7725356118475645e-05,0.0015011822567369917
83024,2016,3,13,20.4,12.5,8.6,2016-03-13,Mount Buller,2016-03-13,16.45,0.0,3.716893710288947e-05,0.0019267346633274757
83024,2016,3,14,19.4,11.3,0.0,2016-03-14,Mount Buller,2016-03-14,15.35,0.0,6.127973961660248e-05,0.003505187220066338
83024,2016,3,15,14.5,8.6,0.0,2016-03-15,Mount Buller,2016-03-15,11.55,0.0,0.0007096703991005881,0.013386917827664779
83024,2016,3,16,18.7,9.5,0.0,2016-03-16,Mount Buller,2016-03-16,14.1,0.0,8.695785676794554e-05,0.008577485413711984
83024,2016,3,17,18.0,10.3,0.0,2016-03-17,Mount Buller,2016-03-17,14.15,0.0,0.00012339457598623172,0.005765965558924903
83024,2016,3,18,11.6,11.2,33.6,2016-03-18,Mount Buller,2016-03-18,11.399999999999999,0.0,0.003018416324708424,0.003684239899435989
83024,2016,3,19,5.7,-0.7,52.6,2016-03-19,Mount Buller,2016-03-19,2.5,0.0,0.05468131721594076,0.5866175789173301
83024,2016,3,20,10.1,-0.3,0.6,2016-03-20,Mount Buller,2016-03-20,4.8999999999999995,0.0,0.006368515506815548,0.5374298453437496
83024,2016,3,21,10.9,2.5,0.0,2016-03-21,Mount Buller,2016-03-21,6.7,0.0,0.004277925419704973,0.22270013882530884
83024,2016,3,22,13.6,4.2,0.0,2016-03-22,Mount Buller,2016-03-22,8.9,0.0,0.0011125360328603216,0.10909682119561293
83024,2016,3,23,12.7,6.0,0.0,2016-03-23,Mount Buller,2016-03-23,9.35,0.0,0.0017437013309547797,0.04742587317756678
83024,2016,3,24,10.0,6.6,1.0,2016-03-24,Mount Buller,2016-03-24,8.3,0.0,0.0066928509242848554,0.03557118927263618
83024,2016,3,25,13.0,7.1,0.2,2016-03-25,Mount Buller,2016-03-25,10.05,0.0,0.0015011822567369917,0.027922573784073024
83024,2016,3,26,14.7,5.9,0.0,2016-03-26,Mount Buller,2016-03-26,10.3,0.0,0.0006421797005859859,0.04973651155855672
83024,2016,3,27,13.6,6.2,0.0,2016-03-27,Mount Buller,2016-03-27,9.9,0.0,0.0011125360328603216,0.043107254941086116
83024,2016,3,28,12.2,6.0,0.0,2016-03-28,Mount Buller,2016-03-28,9.1,0.0,0.0022378485212763335,0.04742587317756678
83024,2016,3,29,12.0,6.8,0.0,2016-03-29,Mount Buller,2016-03-29,9.4,0.0,0.0024726231566347743,0.032295464698450516
83024,2016,3,30,8.8,4.6,0.0,2016-03-30,Mount Buller,2016-03-30,6.7,0.0,0.012128434984274237,0.09112296101485616
83024,2016,3,31,12.4,3.7,0.0,2016-03-31,Mount Buller,2016-03-31,8.05,0.0,0.002025320389049882,0.13587289700909427
83024,2016,4,1,13.1,5.4,0.0,2016-04-01,Mount Buller,2016-04-01,9.25,0.0,0.0014280732884225744,0.06297335605699649
83024,2016,4,2,13.8,7.3,0.0,2016-04-02,Mount Buller,2016-04-02,10.55,0.0,0.001006770820085637,0.02533270322687173
83024,2016,4,3,13.3,3.2,0.0,2016-04-03,Mount Buller,2016-04-03,8.25,0.0,0.0012923497762873384,0.16798161486607552
83024,2016,4,4,14.8,5.9,0.0,2016-04-04,Mount Buller,2016-04-04,10.350000000000001,0.0,0.000610879359434401,0.04973651155855672
83024,2016,4,5,15.7,9.2,0.0,2016-04-05,Mount Buller,2016-04-05,12.45,0.0,0.00038960012083882634,0.009951801866904324
83024,2016,4,6,9.3,6.9,0.0,2016-04-06,Mount Buller,2016-04-06,8.100000000000001,0.0,0.009471043581946108,0.030768859357148008
83024,2016,4,7,10.5,-0.8,22.6,2016-04-07,Mount Buller,2016-04-07,4.85,0.0,0.005220125693558397,0.598687660112452
83024,2016,4,8,9.6,3.5,0.0,2016-04-08,Mount Buller,2016-04-08,6.55,0.0,0.008162571153159897,0.14804719803168948
83024,2016,4,9,10.5,2.6,0.0,2016-04-09,Mount Buller,2016-04-09,6.55,0.0,0.005220125693558397,0.2141650169574414
83024,2016,4,10,9.6,3.8,0.0,2016-04-10,Mount Buller,2016-04-10,6.699999999999999,0.0,0.008162571153159897,0.13010847436299786
83024,2016,4,11,11.1,3.9,0.0,2016-04-11,Mount Buller,2016-04-11,7.5,0.0,0.0038724034406710317,0.12455335818741645
83024,2016,4,12,13.0,3.3,0.0,2016-04-12,Mount Buller,2016-04-12,8.15,0.0,0.0015011822567369917,0.16110894957658525
83024,2016,4,13,12.5,5.4,0.0,2016-04-13,Mount Buller,2016-04-13,8.95,0.0,0.0019267346633274757,0.06297335605699649
83024,2016,4,14,14.3,6.7,0.0,2016-04-14,Mount Buller,2016-04-14,10.5,0.0,0.0007842485527910258,0.03389516415917814
83024,2016,4,15,14.9,9.2,0.0,2016-04-15,Mount Buller,2016-04-15,12.05,0.0,0.0005811037343016315,0.009951801866904324
83024,2016,4,16,13.8,8.8,0.0,2016-04-16,Mount Buller,2016-04-16,11.3,0.0,0.001006770820085637,0.012128434984274237
83024,2016,4,17,12.9,5.6,0.0,2016-04-17,Mount Buller,2016-04-17,9.25,0.0,0.001578028060403861,0.057324175898868755
83024,2016,4,18,12.1,5.3,0.0,2016-04-18,Mount Buller,2016-04-18,8.7,0.0,0.002352315570978148,0.06598900949121879
83024,2016,4,19,12.7,6.4,0.0,2016-04-19,Mount Buller,2016-04-19,9.55,0.0,0.0017437013309547797,0.039165722796764356
83024,2016,4,20,13.8,6.9,0.0,2016-04-20,Mount Buller,2016-04-20,10.350000000000001,0.0,0.001006770820085637,0.030768859357148008
83024,2016,4,21,10.3,7.7,0.8,2016-04-21,Mount Buller,2016-04-21,9.0,0.0,0.005765965558924903,0.020836344518680425
83024,2016,4,22,8.7,4.2,6.0,2016-04-22,Mount Buller,2016-04-22,6.449999999999999,0.0,0.012742349464111609,0.10909682119561293
83024,2016,4,23,11.0,1.7,0.0,2016-04-23,Mount Buller,2016-04-23,6.35,0.0,0.004070137715896128,0.29943285752602705
83024,2016,4,24,12.2,4.4,0.0,2016-04-24,Mount Buller,2016-04-24,8.3,0.0,0.0022378485212763335,0.09975048911968513
83024,2016,4,25,12.9,4.9,0.0,2016-04-25,Mount Buller,2016-04-25,8.9,0.0,0.001578028060403861,0.07943854918397836
83024,2016,4,26,13.6,6.5,0.0,2016-04-26,Mount Buller,2016-04-26,10.05,0.0,0.0011125360328603216,0.03732688734412946
83024,2016,4,27,11.8,5.6,0.0,2016-04-27,Mount Buller,2016-04-27,8.7,0.0,0.002731960763011059,0.057324175898868755
83024,2016,4,28,12.9,6.7,0.0,2016-04-28,Mount Buller,2016-04-28,9.8,0.0,0.001578028060403861,0.03389516415917814
83024,2016,4,29,10.3,8.7,0.0,2016-04-29,Mount Buller,2016-04-29,9.5,0.0,0.005765965558924903,0.012742349464111609
83024,2016,4,30,9.6,7.2,16.6,2016-04-30,Mount Buller,2016-04-30,8.4,0.0,0.008162571153159897,0.026596993576865856
83024,2016,5,1,3.1,2.8,15.2,2016-05-01,Mount Buller,2016-05-01,2.95,0.0,0.1750862681640398,0.19781611144141825
83024,2016,5,2,3.3,-2.4,8.4,2016-05-02,Mount Buller,2016-05-02,0.44999999999999996,4.2,0.16110894957658525,0.7685247834990175
83024,2016,5,3,5.1,-1.2,0.0,2016-05-03,Mount Buller,2016-05-03,1.9499999999999997,0.0,0.07242648536151773,0.6456563062257954
83024,2016,5,4,3.3,-2.1,18.0,2016-05-04,Mount Buller,2016-05-04,0.5999999999999999,9.0,0.16110894957658525,0.740774899182154
83024,2016,5,5,7.2,-0.8,0.2,2016-05-05,Mount Buller,2016-05-05,3.2,0.0,0.026596993576865856,0.598687660112452
83024,2016,5,6,11.1,2.5,0.0,2016-05-06,Mount Buller,2016-05-06,6.8,0.0,0.0038724034406710317,0.22270013882530884
83024,2016,5,7,12.0,6.2,0.0,2016-05-07,Mount Buller,2016-05-07,9.1,0.0,0.0024726231566347743,0.043107254941086116
83024,2016,5,8,10.1,5.6,2.2,2016-05-08,Mount Buller,2016-05-08,7.85,0.0,0.006368515506815548,0.057324175898868755
83024,2016,5,9,10.0,7.6,21.8,2016-05-09,Mount Buller,2016-05-09,8.8,0.0,0.0066928509242848554,0.021881270936130476
83024,2016,5,10,4.6,1.9,61.4,2016-05-10,Mount Buller,2016-05-10,3.25,0.0,0.09112296101485616,0.27888482197713693
83024,2016,5,11,5.5,-0.4,20.8,2016-05-11,Mount Buller,2016-05-11,2.55,0.0,0.060086650174007626,0.549833997312478
83024,2016,5,12,6.4,-0.2,78.0,2016-05-12,Mount Buller,2016-05-12,3.1,0.0,0.039165722796764356,0.52497918747894
83024,2016,5,13,8.0,4.1,9.8,2016-05-13,Mount Buller,2016-05-13,6.05,0.0,0.01798620996209156,0.11405238127979088
83024,2016,5,14,6.6,2.1,0.2,2016-05-14,Mount Buller,2016-05-14,4.35,0.0,0.03557118927263618,0.259225100817846
83024,2016,5,15,8.5,4.7,0.0,2016-05-15,Mount Buller,2016-05-15,6.6,0.0,0.014063627043245475,0.08706577244027125
83024,2016,5,16,5.5,1.4,0.0,2016-05-16,Mount Buller,2016-05-16,3.45,0.0,0.060086650174007626,0.3318122278318339
83024,2016,5,17,4.1,0.6,2.2,2016-05-17,Mount Buller,2016-05-17,2.3499999999999996,0.0,0.11405238127979088,0.425557483188341
83024,2016,5,18,3.1,-0.5,0.0,2016-05-18,Mount Buller,2016-05-18,1.3,0.0,0.1750862681640398,0.5621765008857981
83024,2016,5,19,5.0,0.6,1.0,2016-05-19,Mount Buller,2016-05-19,2.8,0.0,0.07585818002124355,0.425557483188341
83024,2016,5,20,10.1,-0.1,22.0,2016-05-20,Mount Buller,2016-05-20,5.0,0.0,0.006368515506815548,0.5124973964842103
83024,2016,5,21,12.7,0.8,0.0,2016-05-21,Mount Buller,2016-05-21,6.75,0.0,0.0017437013309547797,0.401312339887548
83024,2016,5,22,9.6,4.9,0.0,2016-05-22,Mount Buller,2016-05-22,7.25,0.0,0.008162571153159897,0.07943854918397836
83024,2016,5,23,0.7,0.2,21.6,2016-05-23,Mount Buller,2016-05-23,0.44999999999999996,10.8,0.41338242108267,0.47502081252106
83024,2016,5,24,3.5,-1.2,5.4,2016-05-24,Mount Buller,2016-05-24,1.15,2.7,0.14804719803168948,0.6456563062257954
83024,2016,5,25,1.9,-0.9,0.0,2016-05-25,Mount Buller,2016-05-25,0.49999999999999994,0.0,0.27888482197713693,0.610639233949222
83024,2016,5,26,1.8,0.0,19.0,2016-05-26,Mount Buller,2016-05-26,0.9,9.5,0.289050497374996,0.5
83024,2016,5,27,-0.5,-2.1,20.4,2016-05-27,Mount Buller,2016-05-27,-1.3,20.4,0.5621765008857981,0.740774899182154
83024,2016,5,28,0.1,-5.6,1.4,2016-05-28,Mount Buller,2016-05-28,-2.75,1.4,0.4875026035157896,0.9426758241011313
83024,2016,5,29,1.2,-2.8,1.6,2016-05-29,Mount Buller,2016-05-29,-0.7999999999999999,1.6,0.35434369377420455,0.8021838885585817
83024,2016,5,30,4.1,-4.2,0.0,2016-05-30,Mount Buller,2016-05-30,-0.050000000000000266,0.0,0.11405238127979088,0.8909031788043871
83024,2016,5,31,4.2,-1.5,0.0,2016-05-31,Mount Buller,2016-05-31,1.35,0.0,0.10909682119561293,0.679178699175393
83024,2016,6,1,6.4,0.4,0.0,2016-06-01,Mount Buller,2016-06-01,3.4000000000000004,0.0,0.039165722796764356,0.45016600268752216
83024,2016,6,2,6.5,0.6,0.0,2016-06-02,Mount Buller,2016-06-02,3.55,0.0,0.03732688734412946,0.425557483188341
83024,2016,6,3,5.4,0.1,0.0,2016-06-03,Mount Buller,2016-06-03,2.75,0.0,0.06297335605699649,0.4875026035157896
83024,2016,6,4,6.9,1.7,7.0,2016-06-04,Mount Buller,2016-06-04,4.3,0.0,0.030768859357148008,0.29943285752602705
83024,2016,6,5,5.9,3.9,20.0,2016-06-05,Mount Buller,2016-06-05,4.9,0.0,0.04973651155855672,0.12455335818741645
83024,2016,6,6,1.7,-1.2,4.4,2016-06-06,Mount Buller,2016-06-06,0.25,2.2,0.29943285752602705,0.6456563062257954
83024,2016,6,7,3.1,-0.7,21.0,2016-06-07,Mount Buller,2016-06-07,1.2000000000000002,10.5,0.1750862681640398,0.5866175789173301
83024,2016,6,8,4.3,-0.2,15.4,2016-06-08,Mount Buller,2016-06-08,2.05,0.0,0.10433122311900131,0.52497918747894
83024,2016,6,9,2.4,0.6,20.2,2016-06-09,Mount Buller,2016-06-09,1.5,10.1,0.23147521650098238,0.425557483188341
83024,2016,6,10,1.6,-1.6,30.6,2016-06-10,Mount Buller,2016-06-10,0.0,30.6,0.31002551887238755,0.6899744811276125
83024,2016,6,11,-0.4,-2.8,37.4,2016-06-11,Mount Buller,2016-06-11,-1.5999999999999999,37.4,0.549833997312478,0.8021838885585817
83024,2016,6,12,7.0,-5.8,3.8,2016-06-12,Mount Buller,2016-06-12,0.6000000000000001,1.9,0.02931223075135632,0.9478464369215823
83024,2016,6,13,7.3,-0.7,1.0,2016-06-13,Mount Buller,2016-06-13,3.3,0.0,0.02533270322687173,0.5866175789173301
83024,2016,6,14,8.9,2.3,0.0,2016-06-14,Mount Buller,2016-06-14,5.6,0.0,0.011543752483922289,0.24048908305088898
83024,2016,6,15,11.0,2.0,0.0,2016-06-15,Mount Buller,2016-06-15,6.5,0.0,0.004070137715896128,0.2689414213699951
83024,2016,6,16,4.2,-0.8,0.0,2016-06-16,Mount Buller,2016-06-16,1.7000000000000002,0.0,0.10909682119561293,0.598687660112452
83024,2016,6,17,4.1,-1.0,7.8,2016-06-17,Mount Buller,2016-06-17,1.5499999999999998,3.9,0.11405238127979088,0.6224593312018546
83024,2016,6,18,6.2,2.1,2.0,2016-06-18,Mount Buller,2016-06-18,4.15,0.0,0.043107254941086116,0.259225100817846
83024,2016,6,19,5.5,2.6,0.2,2016-06-19,Mount Buller,2016-06-19,4.05,0.0,0.060086650174007626,0.2141650169574414
83024,2016,6,20,3.2,1.9,23.0,2016-06-20,Mount Buller,2016-06-20,2.55,0.0,0.16798161486607552,0.27888482197713693
83024,2016,6,21,0.5,-1.1,11.2,2016-06-21,Mount Buller,2016-06-21,-0.30000000000000004,11.2,0.43782349911420193,0.6341355910108007
83024,2016,6,22,0.2,-1.6,55.6,2016-06-22,Mount Buller,2016-06-22,-0.7000000000000001,55.6,0.47502081252106,0.6899744811276125
83024,2016,6,23,0.0,-2.0,14.0,2016-06-23,Mount Buller,2016-06-23,-1.0,14.0,0.5,0.7310585786300049
83024,2016,6,24,-3.6,-4.1,15.6,2016-06-24,Mount Buller,2016-06-24,-3.8499999999999996,15.6,0.8581489350995123,0.8859476187202091
83024,2016,6,25,-2.1,-6.1,2.6,2016-06-25,Mount Buller,2016-06-25,-4.1,2.6,0.740774899182154,0.9547825265167125
83024,2016,6,26,-1.0,-4.8,0.4,2016-06-26,Mount Buller,2016-06-26,-2.9,0.4,0.6224593312018546,0.9168273035060777
83024,2016,6,27,-1.0,-6.9,1.2,2016-06-27,Mount Buller,2016-06-27,-3.95,1.2,0.6224593312018546,0.969231140642852
83024,2016,6,28,0.1,-3.9,1.2,2016-06-28,Mount Buller,2016-06-28,-1.9,1.2,0.4875026035157896,0.8754466418125836
83024,2016,6,29,0.1,-1.9,20.6,2016-06-29,Mount Buller,2016-06-29,-0.8999999999999999,20.6,0.4875026035157896,0.7211151780228631
83024,2016,6,30,-1.2,-2.5,2.2,2016-06-30,Mount Buller,2016-06-30,-1.85,2.2,0.6456563062257954,0.7772998611746911
83024,2016,7,1,0.0,-3.7,9.8,2016-07-01,Mount Buller,2016-07-01,-1.85,9.8,0.5,0.8641271029909058
83024,2016,7,2,0.1,-1.7,11.0,2016-07-02,Mount Buller,2016-07-02,-0.7999999999999999,11.0,0.4875026035157896,0.7005671424739729
83024,2016,7,3,0.1,-0.5,4.8,2016-07-03,Mount Buller,2016-07-03,-0.2,4.8,0.4875026035157896,0.5621765008857981
83024,2016,7,4,-1.0,-1.9,5.0,2016-07-04,Mount Buller,2016-07-04,-1.45,5.0,0.6224593312018546,0.7211151780228631
83024,2016,7,5,0.1,-2.5,0.0,2016-07-05,Mount Buller,2016-07-05,-1.2,0.0,0.4875026035157896,0.7772998611746911
83024,2016,7,6,1.9,-1.3,7.0,2016-07-06,Mount Buller,2016-07-06,0.29999999999999993,3.5,0.27888482197713693,0.6570104626734988
83024,2016,7,7,2.1,0.0,1.4,2016-07-07,Mount Buller,2016-07-07,1.05,0.7,0.259225100817846,0.5
83024,2016,7,8,1.7,0.4,0.0,2016-07-08,Mount Buller,2016-07-08,1.05,0.0,0.29943285752602705,0.45016600268752216
83024,2016,7,9,2.2,0.3,0.8,2016-07-09,Mount Buller,2016-07-09,1.25,0.4,0.24973989440488234,0.46257015465625045
83024,2016,7,10,2.0,0.4,0.0,2016-07-10,Mount Buller,2016-07-10,1.2,0.0,0.2689414213699951,0.45016600268752216
83024,2016,7,11,0.9,-0.1,23.0,2016-07-11,Mount Buller,2016-07-11,0.4,11.5,0.389360766050778,0.5124973964842103
83024,2016,7,12,-1.1,-1.6,11.2,2016-07-12,Mount Buller,2016-07-12,-1.35,11.2,0.6341355910108007,0.6899744811276125
83024,2016,7,13,-3.2,-7.2,3.6,2016-07-13,Mount Buller,2016-07-13,-5.2,3.6,0.8320183851339245,0.973403006423134
83024,2016,7,14,-1.0,-7.2,0.8,2016-07-14,Mount Buller,2016-07-14,-4.1,0.8,0.6224593312018546,0.973403006423134
83024,2016,7,15,5.4,-3.9,1.0,2016-07-15,Mount Buller,2016-07-15,0.7500000000000002,0.5,0.06297335605699649,0.8754466418125836
83024,2016,7,16,8.6,-3.5,3.0,2016-07-16,Mount Buller,2016-07-16,2.55,0.0,0.013386917827664779,0.8519528019683106
83024,2016,7,17,6.3,0.6,1.2,2016-07-17,Mount Buller,2016-07-17,3.4499999999999997,0.0,0.041091278200465015,0.425557483188341
83024,2016,7,18,5.4,1.3,0.0,2016-07-18,Mount Buller,2016-07-18,3.35,0.0,0.06297335605699649,0.34298953732650117
83024,2016,7,19,5.2,1.8,21.2,2016-07-19,Mount Buller,2016-07-19,3.5,0.0,0.06913842034334682,0.289050497374996
83024,2016,7,20,6.5,2.6,0.0,2016-07-20,Mount Buller,2016-07-20,4.55,0.0,0.03732688734412946,0.2141650169574414
83024,2016,7,21,7.8,2.6,0.8,2016-07-21,Mount Buller,2016-07-21,5.2,0.0,0.01984030573407751,0.2141650169574414
83024,2016,7,22,7.9,2.5,19.2,2016-07-22,Mount Buller,2016-07-22,5.2,0.0,0.01889096193703905,0.22270013882530884
83024,2016,7,23,-3.8,-4.0,64.2,2016-07-23,Mount Buller,2016-07-23,-3.9,64.2,0.8698915256370021,0.8807970779778823
83024,2016,7,24,-2.3,-5.9,0.6,2016-07-24,Mount Buller,2016-07-24,-4.1,0.6,0.759510916949111,0.9502634884414434
83024,2016,7,25,-1.0,-4.9,5.6,2016-07-25,Mount Buller,2016-07-25,-2.95,5.6,0.6224593312018546,0.9205614508160216
83024,2016,7,26,-1.6,-5.1,23.8,2016-07-26,Mount Buller,2016-07-26,-3.3499999999999996,23.8,0.6899744811276125,0.9275735146384823
83024,2016,7,27,-0.5,-5.1,9.4,2016-07-27,Mount Buller,2016-07-27,-2.8,9.4,0.5621765008857981,0.9275735146384823
83024,2016,7,28,-0.1,-3.2,11.0,2016-07-28,Mount Buller,2016-07-28,-1.6500000000000001,11.0,0.5124973964842103,0.8320183851339245
83024,2016,7,29,0.1,-1.8,3.4,2016-07-29,Mount Buller,2016-07-29,-0.85,3.4,0.4875026035157896,0.7109495026250039
83024,2016,7,30,0.6,-0.8,6.6,2016-07-30,Mount Buller,2016-07-30,-0.10000000000000003,6.6,0.425557483188341,0.598687660112452
83024,2016,7,31,2.4,-0.6,20.6,2016-07-31,Mount Buller,2016-07-31,0.8999999999999999,10.3,0.23147521650098238,0.574442516811659
83024,2016,8,1,1.3,0.1,8.2,2016-08-01,Mount Buller,2016-08-01,0.7000000000000001,4.1,0.34298953732650117,0.4875026035157896
83024,2016,8,2,-1.3,-4.6,39.2,2016-08-02,Mount Buller,2016-08-02,-2.9499999999999997,39.2,0.6570104626734988,0.9088770389851438
83024,2016,8,3,-0.7,-4.7,3.4,2016-08-03,Mount Buller,2016-08-03,-2.7,3.4,0.5866175789173301,0.9129342275597286
83024,2016,8,4,2.7,-3.5,0.2,2016-08-04,Mount Buller,2016-08-04,-0.3999999999999999,0.2,0.20587037180094733,0.8519528019683106
83024,2016,8,5,1.2,-2.5,0.0,2016-08-05,Mount Buller,2016-08-05,-0.65,0.0,0.35434369377420455,0.7772998611746911
83024,2016,8,6,0.4,-4.1,0.0,2016-08-06,Mount Buller,2016-08-06,-1.8499999999999999,0.0,0.45016600268752216,0.8859476187202091
83024,2016,8,7,1.6,-4.5,0.0,2016-08-07,Mount Buller,2016-08-07,-1.45,0.0,0.31002551887238755,0.9046505351008906
83024,2016,8,8,2.7,-2.1,0.0,2016-08-08,Mount Buller,2016-08-08,0.30000000000000004,0.0,0.20587037180094733,0.740774899182154
83024,2016,8,9,3.0,-1.3,0.0,2016-08-09,Mount Buller,2016-08-09,0.85,0.0,0.18242552380635635,0.6570104626734988
83024,2016,8,10,-0.7,-2.5,20.6,2016-08-10,Mount Buller,2016-08-10,-1.6,20.6,0.5866175789173301,0.7772998611746911
83024,2016,8,11,-1.7,-5.1,7.2,2016-08-11,Mount Buller,2016-08-11,-3.4,7.2,0.7005671424739729,0.9275735146384823
83024,2016,8,12,-0.4,-3.4,4.0,2016-08-12,Mount Buller,2016-08-12,-1.9,4.0,0.549833997312478,0.8455347349164652
83024,2016,8,13,0.1,-3.1,13.8,2016-08-13,Mount Buller,2016-08-13,-1.5,13.8,0.4875026035157896,0.8249137318359602
83024,2016,8,14,5.0,-1.3,2.6,2016-08-14,Mount Buller,2016-08-14,1.85,1.3,0.07585818002124355,0.6570104626734988
83024,2016,8,15,5.9,-0.9,0.0,2016-08-15,Mount Buller,2016-08-15,2.5,0.0,0.04973651155855672,0.610639233949222
83024,2016,8,16,4.3,0.0,0.0,2016-08-16,Mount Buller,2016-08-16,2.15,0.0,0.10433122311900131,0.5
83024,2016,8,17,4.1,0.8,0.8,2016-08-17,Mount Buller,2016-08-17,2.4499999999999997,0.0,0.11405238127979088,0.401312339887548
83024,2016,8,18,6.1,0.8,0.0,2016-08-18,Mount Buller,2016-08-18,3.4499999999999997,0.0,0.045217473483287494,0.401312339887548
83024,2016,8,19,3.9,2.8,0.0,2016-08-19,Mount Buller,2016-08-19,3.3499999999999996,0.0,0.12455335818741645,0.19781611144141825
83024,2016,8,20,-0.3,-4.2,36.8,2016-08-20,Mount Buller,2016-08-20,-2.25,36.8,0.5374298453437496,0.8909031788043871
83024,2016,8,21,0.0,-3.9,50.8,2016-08-21,Mount Buller,2016-08-21,-1.95,50.8,0.5,0.8754466418125836
83024,2016,8,22,0.0,-1.6,42.4,2016-08-22,Mount Buller,2016-08-22,-0.8,42.4,0.5,0.6899744811276125
83024,2016,8,23,0.7,-3.3,1.8,2016-08-23,Mount Buller,2016-08-23,-1.2999999999999998,1.8,0.41338242108267,0.8388910504234147
83024,2016,8,24,1.7,-3.8,2.0,2016-08-24,Mount Buller,2016-08-24,-1.0499999999999998,2.0,0.29943285752602705,0.8698915256370021
83024,2016,8,25,-2.3,-5.5,0.2,2016-08-25,Mount Buller,2016-08-25,-3.9,0.2,0.759510916949111,0.9399133498259924
83024,2016,8,26,1.4,-5.8,1.8,2016-08-26,Mount Buller,2016-08-26,-2.2,1.8,0.3318122278318339,0.9478464369215823
83024,2016,8,27,-1.2,-4.6,0.0,2016-08-27,Mount Buller,2016-08-27,-2.9,0.0,0.6456563062257954,0.9088770389851438
83024,2016,8,28,2.3,-3.9,0.0,2016-08-28,Mount Buller,2016-08-28,-0.8,0.0,0.24048908305088898,0.8754466418125836
83024,2016,8,29,3.8,-1.3,0.0,2016-08-29,Mount Buller,2016-08-29,1.25,0.0,0.13010847436299786,0.6570104626734988
83024,2016,8,30,5.1,1.1,0.0,2016-08-30,Mount Buller,2016-08-30,3.0999999999999996,0.0,0.07242648536151773,0.36586440898919936
83024,2016,8,31,4.1,1.3,33.0,2016-08-31,Mount Buller,2016-08-31,2.6999999999999997,0.0,0.11405238127979088,0.34298953732650117
83024,2016,9,1,2.9,0.7,9.0,2016-09-01,Mount Buller,2016-09-01,1.7999999999999998,4.5,0.19000156601531298,0.41338242108267
83024,2016,9,2,4.0,-0.1,1.4,2016-09-02,Mount Buller,2016-09-02,1.95,0.7,0.11920292202211755,0.5124973964842103
83024,2016,9,3,0.7,0.1,3.6,2016-09-03,Mount Buller,2016-09-03,0.39999999999999997,1.8,0.41338242108267,0.4875026035157896
83024,2016,9,4,9.4,-1.5,1.6,2016-09-04,Mount Buller,2016-09-04,3.95,0.0,0.009013298652847822,0.679178699175393
83024,2016,9,5,12.2,-0.7,0.2,2016-09-05,Mount Buller,2016-09-05,5.75,0.0,0.0022378485212763335,0.5866175789173301
83024,2016,9,6,9.5,5.9,0.0,2016-09-06,Mount Buller,2016-09-06,7.7,0.0,0.008577485413711984,0.04973651155855672
83024,2016,9,7,6.9,2.6,0.0,2016-09-07,Mount Buller,2016-09-07,4.75,0.0,0.030768859357148008,0.2141650169574414
83024,2016,9,8,6.2,3.4,0.0,2016-09-08,Mount Buller,2016-09-08,4.8,0.0,0.043107254941086116,0.1544652650835347
