Resort,Date,TempMax,TempMin,Rainfall,TempMax_lag1,TempMax_lag2,TempMin_lag1,TempMin_lag2,Rainfall_lag1,Rainfall_lag2,weekofyear,sin_week,cos_week
Cabramurra SMHEA AWS,2014-11-16,18.714285714285715,11.1,33.4,18.02857142857143,13.799999999999999,7.642857142857143,5.8428571428571425,0.0,16.0,46,-0.6631226582407956,0.7485107481711007
Cabramurra SMHEA AWS,2014-11-23,19.485714285714288,9.200000000000001,24.0,18.714285714285715,18.02857142857143,11.1,7.642857142857143,33.4,0.0,47,-0.5680647467311559,0.8229838658936564
Cabramurra SMHEA AWS,2014-11-30,16.928571428571427,7.857142857142857,41.4,19.485714285714288,18.714285714285715,9.200000000000001,11.1,24.0,33.4,48,-0.4647231720437684,0.88545602565321
Cabramurra SMHEA AWS,2014-12-07,19.1,10.9,47.0,16.928571428571427,19.485714285714288,7.857142857142857,9.200000000000001,41.4,24.0,49,-0.35460488704253595,0.9350162426854147
Cabramurra SMHEA AWS,2014-12-14,17.742857142857144,8.042857142857143,33.800000000000004,19.1,16.928571428571427,10.9,7.857142857142857,47.0,41.4,50,-0.2393156642875578,0.970941817426052
Cabramurra SMHEA AWS,2014-12-21,19.185714285714287,7.785714285714286,4.8,17.742857142857144,19.1,8.042857142857143,10.9,33.800000000000004,47.0,51,-0.12053668025532363,0.992708874098054
Cabramurra SMHEA AWS,2014-12-28,18.785714285714285,10.671428571428573,41.0,19.185714285714287,17.742857142857144,7.785714285714286,8.042857142857143,4.8,33.800000000000004,52,6.432490598706546e-16,1.0
Cabramurra SMHEA AWS,2015-01-04,20.928571428571427,10.942857142857145,3.4,18.785714285714285,19.185714285714287,10.671428571428573,7.785714285714286,41.0,4.8,1,0.12053668025532305,0.992708874098054
Cabramurra SMHEA AWS,2015-01-11,21.642857142857142,13.528571428571428,104.0,20.928571428571427,18.785714285714285,10.942857142857145,10.671428571428573,3.4,41.0,2,0.23931566428755774,0.970941817426052
Cabramurra SMHEA AWS,2015-01-18,17.04285714285714,8.72857142857143,36.400000000000006,21.642857142857142,20.928571428571427,13.528571428571428,10.942857142857145,104.0,3.4,3,0.3546048870425356,0.9350162426854148
Cabramurra SMHEA AWS,2015-01-25,20.314285714285713,11.528571428571428,42.0,17.04285714285714,21.642857142857142,8.72857142857143,13.528571428571428,36.400000000000006,104.0,4,0.4647231720437685,0.8854560256532099
Cabramurra SMHEA AWS,2015-02-01,15.014285714285714,5.971428571428571,3.6,20.314285714285713,17.04285714285714,11.528571428571428,8.72857142857143,42.0,36.400000000000006,5,0.5680647467311558,0.8229838658936564
Cabramurra SMHEA AWS,2015-02-08,20.614285714285717,9.657142857142857,0.0,15.014285714285714,20.314285714285713,5.971428571428571,11.528571428571428,3.6,42.0,6,0.6631226582407952,0.7485107481711011
Cabramurra SMHEA AWS,2015-02-15,19.485714285714288,11.4,28.0,20.614285714285717,15.014285714285714,9.657142857142857,5.971428571428571,0.0,3.6,7,0.7485107481711011,0.6631226582407953
Cabramurra SMHEA AWS,2015-02-22,22.02857142857143,13.357142857142858,31.6,19.485714285714288,20.614285714285717,11.4,9.657142857142857,28.0,0.0,8,0.8229838658936564,0.5680647467311558
Cabramurra SMHEA AWS,2015-03-01,19.775,13.7,0.0,22.02857142857143,19.485714285714288,13.357142857142858,11.4,31.6,28.0,9,0.8854560256532098,0.4647231720437686
Cabramurra SMHEA AWS,2015-03-08,16.685714285714287,6.8,2.8,19.775,22.02857142857143,13.7,13.357142857142858,0.0,31.6,10,0.9350162426854148,0.35460488704253557
Cabramurra SMHEA AWS,2015-03-15,18.32857142857143,8.8,0.0,16.685714285714287,19.775,6.8,13.7,2.8,0.0,11,0.970941817426052,0.23931566428755804
Cabramurra SMHEA AWS,2015-03-22,18.62857142857143,8.428571428571429,2.8,18.32857142857143,16.685714285714287,8.8,6.8,0.0,2.8,12,0.992708874098054,0.120536680255323
Cabramurra SMHEA AWS,2015-03-29,12.742857142857144,5.1000000000000005,13.600000000000001,18.62857142857143,18.32857142857143,8.428571428571429,8.8,2.8,0.0,13,1.0,-1.6081226496766366e-16
Cabramurra SMHEA AWS,2015-04-05,16.057142857142857,8.471428571428572,1.8,12.742857142857144,18.62857142857143,5.1000000000000005,8.428571428571429,13.600000000000001,2.8,14,0.992708874098054,-0.12053668025532288
Cabramurra SMHEA AWS,2015-04-12,11.700000000000001,4.585714285714286,47.8,16.057142857142857,12.742857142857144,8.471428571428572,5.1000000000000005,1.8,13.600000000000001,15,0.9709418174260521,-0.2393156642875575
Cabramurra SMHEA AWS,2015-04-19,12.857142857142858,7.5857142857142845,64.2,11.700000000000001,16.057142857142857,4.585714285714286,8.471428571428572,47.8,1.8,16,0.9350162426854148,-0.35460488704253545
Cabramurra SMHEA AWS,2015-04-26,8.642857142857142,3.4,26.6,12.857142857142858,11.700000000000001,7.5857142857142845,4.585714285714286,64.2,47.8,17,0.8854560256532099,-0.4647231720437685
Cabramurra SMHEA AWS,2015-05-03,11.571428571428571,3.157142857142857,0.0,8.642857142857142,12.857142857142858,3.4,7.5857142857142845,26.6,64.2,18,0.8229838658936565,-0.5680647467311557
Cabramurra SMHEA AWS,2015-05-10,5.7,2.0285714285714285,28.6,11.571428571428571,8.642857142857142,3.157142857142857,3.4,0.0,26.6,19,0.7485107481711013,-0.6631226582407951
Cabramurra SMHEA AWS,2015-05-17,7.157142857142857,1.2714285714285716,59.0,5.7,11.571428571428571,2.0285714285714285,3.157142857142857,28.6,0.0,20,0.6631226582407952,-0.7485107481711012
Cabramurra SMHEA AWS,2015-05-24,9.5,3.6571428571428575,32.6,7.157142857142857,5.7,1.2714285714285716,2.0285714285714285,59.0,28.6,21,0.5680647467311558,-0.8229838658936564
Cabramurra SMHEA AWS,2015-05-31,5.914285714285714,2.6,31.599999999999998,9.5,7.157142857142857,3.6571428571428575,1.2714285714285716,32.6,59.0,22,0.46472317204376906,-0.8854560256532096
Cabramurra SMHEA AWS,2015-06-07,4.871428571428572,-2.0,22.599999999999998,5.914285714285714,9.5,2.6,3.6571428571428575,31.599999999999998,32.6,23,0.35460488704253584,-0.9350162426854147
Cabramurra SMHEA AWS,2015-06-14,8.714285714285714,2.0714285714285716,1.8,4.871428571428572,5.914285714285714,-2.0,2.6,22.599999999999998,31.599999999999998,24,0.23931566428755768,-0.970941817426052
Cabramurra SMHEA AWS,2015-06-21,5.985714285714286,1.1714285714285715,24.8,8.714285714285714,4.871428571428572,2.0714285714285716,-2.0,1.8,22.599999999999998,25,0.12053668025532308,-0.992708874098054
Cabramurra SMHEA AWS,2015-06-28,7.514285714285714,1.7571428571428573,3.4000000000000004,5.985714285714286,8.714285714285714,1.1714285714285715,2.0714285714285716,24.8,1.8,26,-3.216245299353273e-16,-1.0
Cabramurra SMHEA AWS,2015-07-05,4.085714285714286,-2.5714285714285716,7.2,7.514285714285714,5.985714285714286,1.7571428571428573,1.1714285714285715,3.4000000000000004,24.8,27,-0.12053668025532283,-0.992708874098054
Cabramurra SMHEA AWS,2015-07-12,3.457142857142857,-1.4285714285714286,43.2,4.085714285714286,7.514285714285714,-2.5714285714285716,1.7571428571428573,7.2,3.4000000000000004,28,-0.23931566428755743,-0.9709418174260521
Cabramurra SMHEA AWS,2015-07-19,1.3285714285714287,-2.6999999999999997,29.8,3.457142857142857,4.085714285714286,-1.4285714285714286,-2.5714285714285716,43.2,7.2,29,-0.3546048870425356,-0.9350162426854148
Cabramurra SMHEA AWS,2015-07-26,3.2142857142857144,0.42857142857142855,48.599999999999994,1.3285714285714287,3.457142857142857,-2.6999999999999997,-1.4285714285714286,29.8,43.2,30,-0.46472317204376806,-0.8854560256532101
Cabramurra SMHEA AWS,2015-08-02,3.1285714285714286,-1.3857142857142857,66.0,3.2142857142857144,1.3285714285714287,0.42857142857142855,-2.6999999999999997,48.599999999999994,29.8,31,-0.5680647467311556,-0.8229838658936565
Cabramurra SMHEA AWS,2015-08-09,0.9714285714285715,-3.185714285714286,17.2,3.1285714285714286,3.2142857142857144,-1.3857142857142857,0.42857142857142855,66.0,48.599999999999994,32,-0.663122658240795,-0.7485107481711013
Cabramurra SMHEA AWS,2015-08-16,3.1,-1.0142857142857142,7.0,0.9714285714285715,3.1285714285714286,-3.185714285714286,-1.3857142857142857,17.2,66.0,33,-0.7485107481711011,-0.6631226582407952
Cabramurra SMHEA AWS,2015-08-23,6.685714285714285,0.18571428571428555,29.799999999999997,3.1,0.9714285714285715,-1.0142857142857142,-3.185714285714286,7.0,17.2,34,-0.8229838658936564,-0.5680647467311559
Cabramurra SMHEA AWS,2015-08-30,4.757142857142857,0.18571428571428572,39.599999999999994,6.685714285714285,3.1,0.18571428571428555,-1.0142857142857142,29.799999999999997,7.0,35,-0.8854560256532096,-0.4647231720437691
Cabramurra SMHEA AWS,2015-09-06,7.5,-0.31428571428571433,20.0,4.757142857142857,6.685714285714285,0.18571428571428572,0.18571428571428555,39.599999999999994,29.799999999999997,36,-0.9350162426854147,-0.3546048870425359
Cabramurra SMHEA AWS,2015-09-13,9.014285714285714,1.2142857142857142,18.2,7.5,4.757142857142857,-0.31428571428571433,0.18571428571428572,20.0,39.599999999999994,37,-0.970941817426052,-0.23931566428755774
Cabramurra SMHEA AWS,2015-09-20,10.085714285714285,2.3285714285714287,2.6,9.014285714285714,7.5,1.2142857142857142,-0.31428571428571433,18.2,20.0,38,-0.992708874098054,-0.12053668025532357
